"state_postal_abbr","data_year","officer_count","officer_rate_per_1000","civilian_count","civilian_rate_per_1000","population"
"FL",1967,,,,,6112587
"FL",1968,,,,,6301242
"FL",1969,,,,,6499524
"FL",1970,,,,,6892005
"FL",1971,11538,1.64,3944,0.56,7052218
"FL",1972,13461,1.85,4784,0.66,7270420
"FL",1973,15062,1.96,4096,0.53,7696604
"FL",1974,16206,2.00,4796,0.59,8111852
"FL",1975,17542,2.10,5862,0.70,8369590
"FL",1976,18197,2.15,5934,0.70,8453003
"FL",1977,17667,2.08,6921,0.81,8502707
"FL",1978,18352,2.12,7878,0.91,8658320
"FL",1979,18277,2.05,8106,0.91,8924302
"FL",1980,18297,1.90,8243,0.86,9633870
"FL",1981,19577,1.91,9021,0.88,10242064
"FL",1982,20174,1.91,11217,1.06,10542211
"FL",1983,22552,2.09,12920,1.20,10806691
"FL",1984,23172,2.11,13687,1.24,11004237
"FL",1985,23916,2.10,14723,1.29,11393898
"FL",1986,24875,2.13,15756,1.35,11703727
"FL",1987,26443,2.19,16533,1.37,12051914
"FL",1988,27872,2.25,17355,1.40,12412311
"FL",1989,29118,2.29,19379,1.53,12706303
"FL",1990,30411,2.34,20531,1.58,12973660
"FL",1991,31003,2.33,21410,1.61,13313659
"FL",1992,31480,2.33,21943,1.62,13525227
"FL",1993,33030,2.41,23706,1.73,13718467
"FL",1994,35276,2.52,25703,1.84,13987109
"FL",1995,36383,2.56,26526,1.87,14214968
"FL",1996,37350,2.53,25730,1.74,14746642
"FL",1997,37968,2.53,24691,1.65,15007458
"FL",1998,37858,2.53,25929,1.73,14966475
"FL",1999,39452,2.60,26446,1.74,15178289
"FL",2000,41283,2.57,26356,1.64,16049613
"FL",2001,41921,2.55,24945,1.51,16465493
"FL",2002,42787,2.55,28771,1.71,16790087
"FL",2003,43384,2.54,26919,1.57,17102484
"FL",2004,45130,2.58,28551,1.63,17489500
"FL",2005,43965,2.46,29341,1.64,17883830
"FL",2006,48329,2.66,29016,1.60,18186529
"FL",2007,45359,2.47,30055,1.64,18341214
"FL",2008,45637,2.48,29902,1.62,18427925
"FL",2009,46221,2.48,28897,1.55,18646709
"FL",2010,46402,2.45,28949,1.53,18910325
"FL",2011,45895,2.39,27825,1.45,19173658
"FL",2012,47887,2.46,28629,1.47,19434305
"FL",2013,48106,2.45,28209,1.43,19672665
"FL",2014,45921,2.30,29231,1.46,20007473
"FL",2015,49130,2.41,27531,1.35,20388277
"FL",2016,49488,2.38,31418,1.51,20750677
"FL",2017,45976,2.17,28371,1.34,21152963
"FL",2018,44693,2.08,28985,1.35,21441679
"FL",2019,46370,2.14,28579,1.32,21621980
"FS",1960,,,,,0
"FS",1961,,,,,0
"FS",1962,,,,,0
"FS",1963,,,,,0
"FS",1964,,,,,0
"FS",1965,,,,,0
"FS",1966,,,,,0
"FS",1967,,,,,0
"FS",1968,,,,,0
"FS",1969,,,,,0
"FS",1970,,,,,0
"FS",1971,,,,,0
"FS",1972,,,,,0
"FS",1973,,,,,0
"FS",1974,,,,,0
"FS",1975,,,,,0
"FS",1976,,,,,0
"FS",1977,,,,,0
"FS",1978,,,,,0
"FS",1979,,,,,0
"FS",1980,,,,,0
"FS",1981,,,,,0
"FS",1982,,,,,0
"FS",1983,,,,,0
"FS",1984,,,,,0
"FS",1985,,,,,0
"FS",1986,,,,,0
"FS",1987,,,,,0
"FS",1988,,,,,0
"FS",1989,,,,,0
"FS",1990,,,,,0
"FS",1991,,,,,0
"FS",1992,,,,,0
"FS",1993,,,,,0
"FS",1994,,,,,0
"FS",1995,,,,,0
"FS",1996,,,,,0
"FS",1997,,,,,0
"FS",1998,,,,,0
"FS",1999,,,,,0
"FS",2000,,,,,0
"FS",2001,,,,,0
"FS",2002,,,,,0
"FS",2003,,,,,0
"FS",2004,,,,,0
"FS",2005,,,,,0
"FS",2006,,,,,0
"FS",2007,,,,,0
"FS",2008,,,,,0
"FS",2009,,,,,0
"FS",2010,,,,,0
"FS",2011,,,,,0
"FS",2012,,,,,0
"FS",2013,,,,,0
"FS",2014,,,,,0
"FS",2015,,,,,0
"FS",2016,,,,,0
"FS",2017,,,,,0
"FS",2018,,,,,0
"FS",2019,260,,17,,0
"GA",1960,,,,,3984144
"GA",1961,,,,,3984144
"GA",1962,,,,,4151178
"GA",1963,,,,,4215302
"GA",1964,,,,,4373008
"GA",1965,,,,,4405667
"GA",1966,,,,,4536216
"GA",1967,,,,,4594214
"GA",1968,,,,,4673214
"GA",1969,,,,,4728515
"GA",1970,,,,,4677127
"GA",1971,4219,0.89,283,0.06,4752514
"GA",1972,6718,1.39,1163,0.24,4818946
"GA",1973,6779,1.39,873,0.18,4886696
"GA",1974,8250,1.65,1272,0.26,4987157
"GA",1975,8493,1.69,1548,0.31,5016136
"GA",1976,8693,1.72,1571,0.31,5054136
"GA",1977,9334,1.84,1863,0.37,5083587
"GA",1978,9701,1.90,2032,0.40,5111299
"GA",1979,9539,1.85,2211,0.43,5145108
"GA",1980,9523,1.75,2254,0.42,5431039
"GA",1981,10319,1.84,2343,0.42,5600401
"GA",1982,10476,1.85,2560,0.45,5670797
"GA",1983,11904,2.07,3399,0.59,5764320
"GA",1984,11126,1.89,2845,0.48,5874774
"GA",1985,12534,2.08,3727,0.62,6014671
"GA",1986,12907,2.10,3812,0.62,6149745
"GA",1987,13706,2.19,4181,0.67,6269031
"GA",1988,14691,2.28,4350,0.67,6449325
"GA",1989,15501,2.39,4836,0.75,6484989
"GA",1990,16355,2.49,5021,0.76,6573238
"GA",1991,18038,2.70,5934,0.89,6675591
"GA",1992,18887,2.78,7212,1.06,6804598
"GA",1993,20995,3.01,8899,1.28,6971848
"GA",1994,30623,4.31,13355,1.88,7110933
"GA",1995,31523,4.34,15101,2.08,7259408
"GA",1996,31452,4.22,14411,1.93,7457929
"GA",1997,31107,4.10,13105,1.73,7592819
"GA",1998,32370,4.18,12685,1.64,7745797
"GA",1999,25538,3.05,9667,1.16,8362970
"GA",2000,24828,3.03,10943,1.33,8200086
"GA",2001,34689,4.13,15225,1.81,8403421
"GA",2002,24784,2.88,9926,1.16,8593897
"GA",2003,35332,4.05,15073,1.73,8719493
"GA",2004,35438,4.00,14635,1.65,8865341
"GA",2005,35799,3.93,14651,1.61,9111910
"GA",2006,36273,3.85,15126,1.61,9414191
"GA",2007,37556,3.91,15221,1.58,9603810
"GA",2008,38327,3.93,15497,1.59,9757138
"GA",2009,38944,3.94,16268,1.65,9886620
"GA",2010,39344,4.03,15029,1.54,9752532
"GA",2011,39118,3.96,15559,1.57,9880945
"GA",2012,39145,3.92,14947,1.50,9986384
"GA",2013,37653,3.74,14790,1.47,10059139
"GA",2014,37813,3.72,15172,1.49,10166148
"GA",2015,38627,3.66,15322,1.45,10548978
"GA",2016,39030,3.68,15339,1.45,10600758
"GA",2017,24089,2.25,7991,0.75,10719116
"GA",2018,27649,2.52,9755,0.89,10990513
"GA",2019,23265,1.99,8257,0.71,11693311
"GM",1960,,,,,62044
"GM",1961,,,,,62044
"GM",1962,,,,,0
"GM",1963,,,,,64600
"GM",1964,,,,,64363
"GM",1965,,,,,63693
"GM",1966,,,,,65600
"GM",1967,,,,,65600
"GM",1968,,,,,94000
"GM",1969,,,,,83000
"GM",1970,,,,,86926
"GM",1971,,,,,86926
"GM",1972,,,,,86926
"GM",1973,,,,,86926
"GM",1974,,,,,86926
"GM",1975,,,,,86926
"GM",1976,,,,,86926
"GM",1977,,,,,86926
"GM",1978,,,,,86926
"GM",1979,,,,,86926
"GM",1980,,,,,86926
"GM",1981,,,,,86926
"GM",1982,,,,,86926
"GM",1983,,,,,0
"GM",1984,,,,,0
"GM",1985,,,,,0
"GM",1986,,,,,0
"GM",1987,,,,,0
"GM",1988,,,,,0
"GM",1989,,,,,0
"GM",1990,,,,,0
"GM",1991,,,,,0
"GM",1992,,,,,0
"GM",1993,,,,,0
"GM",1994,,,,,0
"GM",1995,,,,,0
"GM",1996,,,,,0
"GM",1997,,,,,0
"GM",1998,,,,,0
"GM",1999,,,,,0
"GM",2000,266,,65,,0
"GM",2001,,,,,0
"GM",2002,,,,,0
"GM",2003,,,,,0
"GM",2004,,,,,0
"GM",2005,,,,,0
"GM",2006,,,,,0
"GM",2007,,,,,0
"GM",2008,,,,,0
"GM",2009,,,,,0
"GM",2010,,,,,0
"GM",2011,,,,,0
"GM",2012,,,,,0
"GM",2013,,,,,0
"GM",2014,,,,,0
"GM",2015,,,,,0
"GM",2016,,,,,0
"GM",2017,289,,66,,0
"GM",2018,,,,,0
"GM",2019,,,,,0
"HI",1960,,,,,636977
"HI",1961,,,,,636977
"HI",1962,,,,,0
"HI",1963,,,,,699619
"HI",1964,,,,,706652
"HI",1965,,,,,707238
"HI",1966,,,,,719083
"HI",1967,,,,,744571
"HI",1968,,,,,784085
"HI",1969,,,,,800387
"HI",1970,,,,,772576
"HI",1971,1655,2.09,327,0.41,791801
"HI",1972,2329,2.77,385,0.46,840737
"HI",1973,2172,2.51,394,0.45,865974
"HI",1974,2137,2.42,448,0.51,881824
"HI",1975,2278,2.54,406,0.45,896842
"HI",1976,2283,2.48,415,0.45,918842
"HI",1977,2257,2.44,422,0.46,926842
"HI",1978,2245,2.42,447,0.48,928842
"HI",1979,2276,2.40,393,0.42,946842
"HI",1980,2322,2.30,405,0.40,1011103
"HI",1981,2386,2.33,430,0.42,1026095
"HI",1982,2437,2.34,488,0.47,1041835
"HI",1983,2468,2.30,505,0.47,1072227
"HI",1984,2547,2.34,507,0.47,1088227
"HI",1985,2538,2.30,507,0.46,1103930
"HI",1986,2519,2.27,516,0.46,1111930
"HI",1987,2611,2.30,535,0.47,1133879
"HI",1988,2643,2.31,547,0.48,1143879
"HI",1989,2713,2.33,598,0.51,1162879
"HI",1990,2831,2.44,615,0.53,1159108
"HI",1991,2926,2.46,643,0.54,1187105
"HI",1992,3002,2.47,676,0.56,1213250
"HI",1993,2991,2.44,681,0.56,1225983
"HI",1994,2852,2.31,729,0.59,1233301
"HI",1995,2805,2.26,704,0.57,1241665
"HI",1996,2879,2.32,701,0.57,1238524
"HI",1997,3066,2.47,854,0.69,1241657
"HI",1998,3009,2.33,881,0.68,1289793
"HI",1999,3148,2.46,826,0.64,1281793
"HI",2000,3285,2.50,858,0.65,1314665
"HI",2001,3179,2.39,876,0.66,1328623
"HI",2002,3220,2.38,858,0.64,1350867
"HI",2003,3237,2.37,861,0.63,1364659
"HI",2004,3133,2.29,819,0.60,1370337
"HI",2005,3243,2.34,850,0.61,1383742
"HI",2006,3317,2.38,862,0.62,1394924
"HI",2007,3302,2.37,901,0.65,1392635
"HI",2008,3418,2.45,902,0.65,1397856
"HI",2009,3411,2.43,916,0.65,1405431
"HI",2010,3368,2.28,882,0.60,1479842
"HI",2011,3381,2.26,877,0.59,1495625
"HI",2012,3363,2.22,882,0.58,1514307
"HI",2013,3307,2.17,876,0.57,1527273
"HI",2014,3427,2.22,874,0.57,1543705
"HI",2015,3360,2.16,930,0.60,1556738
"HI",2016,5037,2.08,1279,0.53,2424129
"HI",2017,2951,2.07,778,0.54,1427538
"HI",2018,2844,2.00,780,0.55,1420491
"HI",2019,2764,1.95,768,0.54,1415872
"IA",1960,,,,,2766036
"IA",1961,,,,,2766036
"IA",1962,,,,,2785762
"IA",1963,,,,,2792207
"IA",1964,,,,,2768105
"IA",1965,,,,,2787395
"IA",1966,,,,,2781707
"IA",1967,,,,,2766257
"IA",1968,,,,,2761565
"IA",1969,,,,,2794921
"IA",1970,,,,,2837692
"IA",1971,2312,0.81,347,0.12,2864773
"IA",1972,3034,1.05,600,0.21,2895776
"IA",1973,2806,0.96,628,0.22,2916959
"IA",1974,2965,1.03,781,0.27,2867843
"IA",1975,3138,1.09,784,0.27,2872381
"IA",1976,3207,1.11,865,0.30,2876611
"IA",1977,3279,1.14,960,0.33,2885611
"IA",1978,3381,1.16,1018,0.35,2902611
"IA",1979,4112,1.41,1325,0.46,2911703
"IA",1980,3461,1.19,1086,0.37,2916690
"IA",1981,3483,1.20,1150,0.40,2905854
"IA",1982,3475,1.19,1139,0.39,2917664
"IA",1983,4090,1.40,1407,0.48,2917664
"IA",1984,3968,1.36,1263,0.43,2922583
"IA",1985,4102,1.42,1456,0.50,2896470
"IA",1986,4094,1.43,1496,0.52,2863256
"IA",1987,4093,1.44,1554,0.55,2846018
"IA",1988,4113,1.45,1582,0.56,2845958
"IA",1989,4215,1.48,1581,0.55,2851865
"IA",1990,4322,1.55,1647,0.59,2789295
"IA",1991,4906,1.56,1849,0.59,3138015
"IA",1992,5323,1.53,1936,0.56,3480202
"IA",1993,5188,1.55,1853,0.55,3353392
"IA",1994,5077,1.56,1954,0.60,3249600
"IA",1995,4955,1.63,1904,0.63,3041956
"IA",1996,5154,1.63,2030,0.64,3170065
"IA",1997,5125,1.65,2165,0.70,3097450
"IA",1998,5047,1.73,2091,0.72,2921418
"IA",1999,5287,1.72,2340,0.76,3071279
"IA",2000,5300,1.68,2551,0.81,3153624
"IA",2001,5431,1.70,2571,0.80,3199087
"IA",2002,5333,1.70,2626,0.83,3146200
"IA",2003,5343,1.67,2633,0.82,3193360
"IA",2004,5211,1.66,2611,0.83,3147746
"IA",2005,5270,1.67,2660,0.84,3162663
"IA",2006,5300,1.67,2703,0.85,3173941
"IA",2007,5420,1.70,2768,0.87,3189662
"IA",2008,5438,1.72,2975,0.94,3170469
"IA",2009,5573,1.74,2901,0.91,3205435
"IA",2010,5549,1.71,2896,0.89,3236371
"IA",2011,5433,1.71,2709,0.85,3179378
"IA",2012,5415,1.67,3017,0.93,3248307
"IA",2013,5422,1.67,2874,0.89,3244635
"IA",2014,5430,1.64,2970,0.90,3311006
"IA",2015,5566,1.66,3080,0.92,3358187
"IA",2016,5523,1.66,3090,0.93,3318993
"IA",2017,5333,1.63,2912,0.89,3262185
"IA",2018,4787,1.48,2851,0.88,3235130
"IA",2019,5648,1.67,3090,0.91,3387731
"ID",1960,,,,,658805
"ID",1961,,,,,658805
"ID",1962,,,,,700318
"ID",1963,,,,,717188
"ID",1964,,,,,696173
"ID",1965,,,,,696173
"ID",1966,,,,,716272
"ID",1967,,,,,703182
"ID",1968,,,,,709518
"ID",1969,,,,,722518
"ID",1970,,,,,717224
"ID",1971,816,1.11,35,0.05,736293
"ID",1972,1214,1.58,115,0.15,768888
"ID",1973,1146,1.46,153,0.19,787509
"ID",1974,1224,1.51,194,0.24,811671
"ID",1975,1543,1.84,240,0.29,837108
"ID",1976,1608,1.89,225,0.26,851500
"ID",1977,1487,1.69,316,0.36,877500
"ID",1978,1786,1.99,284,0.32,898164
"ID",1979,1747,1.89,305,0.33,924370
"ID",1980,1527,1.59,324,0.34,960309
"ID",1981,1604,1.64,300,0.31,980821
"ID",1982,1747,1.77,230,0.23,987754
"ID",1983,1825,1.80,360,0.36,1011239
"ID",1984,1879,1.83,365,0.36,1024888
"ID",1985,1879,1.83,374,0.36,1028987
"ID",1986,1934,1.87,407,0.39,1036521
"ID",1987,1966,1.91,479,0.47,1028254
"ID",1988,1960,1.90,518,0.50,1031963
"ID",1989,1980,1.89,557,0.53,1048197
"ID",1990,1984,1.91,584,0.56,1040226
"ID",1991,2210,1.94,721,0.63,1137586
"ID",1992,2688,1.81,984,0.66,1486687
"ID",1993,2274,1.83,753,0.61,1239412
"ID",1994,2076,1.75,811,0.68,1187658
"ID",1995,2225,1.83,850,0.70,1215666
"ID",1996,2522,2.05,904,0.74,1229479
"ID",1997,2229,1.76,871,0.69,1265130
"ID",1998,2511,1.98,988,0.78,1270444
"ID",1999,2605,1.99,985,0.75,1308046
"ID",2000,2587,1.94,1041,0.78,1335701
"ID",2001,2647,1.94,1165,0.85,1363532
"ID",2002,2650,1.91,1217,0.88,1386037
"ID",2003,2699,1.91,1183,0.84,1412529
"ID",2004,2883,2.00,1304,0.91,1440470
"ID",2005,3110,2.03,1361,0.89,1533254
"ID",2006,2926,1.92,1399,0.92,1523566
"ID",2007,2967,1.92,1498,0.97,1549218
"ID",2008,3000,1.90,1863,1.18,1575635
"ID",2009,3010,1.87,1616,1.01,1606258
"ID",2010,3153,1.92,1672,1.02,1641370
"ID",2011,3095,1.88,1587,0.96,1647369
"ID",2012,3097,1.87,1632,0.98,1658218
"ID",2013,3028,1.81,1656,0.99,1673884
"ID",2014,3034,1.79,1628,0.96,1691496
"ID",2015,3094,1.80,1709,0.99,1719351
"ID",2016,3152,1.81,1703,0.98,1741411
"ID",2017,2860,1.60,1663,0.93,1785558
"ID",2018,2895,1.59,2673,1.47,1819181
"ID",2019,3073,1.64,2771,1.48,1871068
"IL",1960,,,,,10125616
"IL",1961,,,,,10105315
"IL",1962,,,,,10170866
"IL",1963,,,,,10206746
"IL",1964,,,,,10541401
"IL",1965,,,,,10638859
"IL",1966,,,,,10779327
"IL",1967,,,,,10953157
"IL",1968,,,,,11051444
"IL",1969,,,,,11131362
"IL",1970,,,,,11189081
"IL",1971,21010,1.87,3934,0.35,11216864
"IL",1972,24170,2.13,3843,0.34,11325367
"IL",1973,24271,2.15,3524,0.31,11295022
"IL",1974,24709,2.21,3732,0.33,11193676
"IL",1975,25238,2.25,4428,0.40,11196047
"IL",1976,25384,2.25,4697,0.42,11274849
"IL",1977,26147,2.32,4713,0.42,11286565
"IL",1978,26112,2.31,4695,0.42,11281489
"IL",1979,26498,2.35,5722,0.51,11264721
"IL",1980,25008,2.20,4971,0.44,11392481
"IL",1981,25407,2.21,6255,0.54,11494936
"IL",1982,25465,2.20,6614,0.57,11553548
"IL",1983,27022,2.33,8016,0.69,11588790
"IL",1984,26911,2.32,6780,0.58,11612480
"IL",1985,26893,2.30,6768,0.58,11667537
"IL",1986,27583,2.37,6683,0.57,11659357
"IL",1987,27863,2.38,6606,0.57,11686765
"IL",1988,28723,2.46,7550,0.65,11667531
"IL",1989,28707,2.44,7622,0.65,11781259
"IL",1990,29296,2.54,9292,0.80,11549939
"IL",1991,29824,2.53,9724,0.82,11790516
"IL",1992,29876,2.52,8955,0.75,11878347
"IL",1993,35205,2.57,11793,0.86,13695551
"IL",1994,39125,2.46,12004,0.75,15906645
"IL",1995,32931,2.72,9489,0.78,12093701
"IL",1996,32579,2.72,10112,0.85,11966611
"IL",1997,31570,2.60,7979,0.66,12161076
"IL",1998,34265,2.78,9464,0.77,12309471
"IL",1999,34422,2.78,9560,0.77,12390865
"IL",2000,37101,2.93,13403,1.06,12649892
"IL",2001,37071,2.92,14003,1.10,12709255
"IL",2002,36637,2.89,14082,1.11,12671130
"IL",2003,36714,2.89,13750,1.08,12719599
"IL",2004,36624,2.87,13768,1.08,12779604
"IL",2005,36716,2.86,14878,1.16,12826171
"IL",2006,37415,2.90,14850,1.15,12903652
"IL",2007,37489,2.90,16259,1.26,12923835
"IL",2008,37470,2.89,15351,1.18,12973710
"IL",2009,36788,2.84,14731,1.14,12965589
"IL",2010,35630,2.76,14438,1.12,12888247
"IL",2011,35006,2.71,13866,1.07,12923112
"IL",2012,34533,2.67,14334,1.11,12934012
"IL",2013,34079,2.63,10150,0.78,12940590
"IL",2014,34401,2.66,13471,1.04,12938060
"IL",2015,35463,2.74,14156,1.10,12920809
"IL",2016,34183,2.66,13364,1.04,12857720
"IL",2017,25215,1.96,10096,0.78,12871768
"IL",2018,26744,2.09,10006,0.78,12810671
"IL",2019,29461,2.31,10591,0.83,12743596
"IN",1960,,,,,4665785
"IN",1961,,,,,4665785
"IN",1962,,,,,4718227
"IN",1963,,,,,4700179
"IN",1964,,,,,4834259
"IN",1965,,,,,4851257
"IN",1966,,,,,4927252
"IN",1967,,,,,5009146
"IN",1968,,,,,5077215
"IN",1969,,,,,5128416
"IN",1970,,,,,5219700
"IN",1971,5525,1.04,627,0.12,5291410
"IN",1972,7217,1.36,1342,0.25,5305985
"IN",1973,7053,1.32,1106,0.21,5328601
"IN",1974,7131,1.33,1198,0.22,5342706
"IN",1975,7328,1.38,1496,0.28,5323810
"IN",1976,7435,1.40,1634,0.31,5314810
"IN",1977,7555,1.41,1859,0.35,5342789
"IN",1978,7513,1.39,1848,0.34,5386789
"IN",1979,7416,1.37,1991,0.37,5413499
"IN",1980,7153,1.31,1978,0.36,5474534
"IN",1981,7490,1.37,2048,0.37,5479361
"IN",1982,7507,1.37,2093,0.38,5484374
"IN",1983,8593,1.56,2656,0.48,5492393
"IN",1984,8292,1.50,2735,0.50,5511510
"IN",1985,8682,1.57,3015,0.55,5512510
"IN",1986,8660,1.57,3263,0.59,5517626
"IN",1987,8650,1.56,3477,0.63,5545171
"IN",1988,8715,1.56,3615,0.65,5589356
"IN",1989,8703,1.55,3964,0.71,5607665
"IN",1990,8858,1.59,4080,0.73,5557361
"IN",1991,9041,1.61,4210,0.75,5623357
"IN",1992,9225,1.63,4267,0.75,5675479
"IN",1993,9055,1.58,4650,0.81,5726735
"IN",1994,9162,1.59,4918,0.85,5765827
"IN",1995,9449,1.62,4895,0.84,5817404
"IN",1996,9706,1.66,5185,0.89,5855497
"IN",1997,10057,1.71,5310,0.90,5878552
"IN",1998,10845,1.83,5896,1.00,5913427
"IN",1999,10895,1.83,5966,1.00,5957410
"IN",2000,11185,1.83,6326,1.04,6096020
"IN",2001,11137,1.82,7010,1.14,6130368
"IN",2002,11350,1.84,7140,1.16,6174803
"IN",2003,11400,1.83,7065,1.14,6214751
"IN",2004,11509,1.84,7054,1.13,6256746
"IN",2005,11512,1.83,6618,1.05,6284182
"IN",2006,11405,1.80,6836,1.08,6325730
"IN",2007,11645,1.83,6334,1.00,6357333
"IN",2008,11818,1.85,6475,1.01,6388695
"IN",2009,12094,1.88,6463,1.00,6434990
"IN",2010,12054,1.86,6214,0.96,6494899
"IN",2011,12000,1.84,6111,0.94,6528075
"IN",2012,11750,1.79,5462,0.83,6548541
"IN",2013,11488,1.75,5456,0.83,6582010
"IN",2014,11682,1.77,5294,0.80,6607982
"IN",2015,12007,1.78,5271,0.78,6756198
"IN",2016,12147,1.76,5425,0.79,6905471
"IN",2017,7351,1.06,1476,0.21,6928400
"IN",2018,9484,1.33,3865,0.54,7119431
"IN",2019,8958,1.19,3558,0.47,7559028
"KS",1960,,,,,2189131
"KS",1961,,,,,2189131
"KS",1962,,,,,2229579
"KS",1963,,,,,2241371
"KS",1964,,,,,2241894
"KS",1965,,,,,2241683
"KS",1966,,,,,2255467
"KS",1967,,,,,2291707
"KS",1968,,,,,2324380
"KS",1969,,,,,2334377
"KS",1970,,,,,2265966
"KS",1971,2636,1.16,366,0.16,2275350
"KS",1972,3300,1.45,793,0.35,2278171
"KS",1973,3142,1.37,736,0.32,2296660
"KS",1974,3221,1.41,815,0.36,2287937
"KS",1975,3436,1.51,943,0.42,2268214
"KS",1976,3543,1.53,952,0.41,2311214
"KS",1977,3678,1.58,1033,0.44,2327396
"KS",1978,3804,1.62,1023,0.44,2349415
"KS",1979,3828,1.61,1105,0.47,2370328
"KS",1980,3730,1.56,1055,0.44,2388998
"KS",1981,3809,1.58,1090,0.45,2410957
"KS",1982,3918,1.60,1184,0.48,2442269
"KS",1983,4378,1.78,1514,0.62,2457371
"KS",1984,4425,1.79,1565,0.63,2469215
"KS",1985,4591,1.85,1553,0.62,2487754
"KS",1986,4623,1.87,1638,0.66,2476142
"KS",1987,4850,1.95,1653,0.66,2489404
"KS",1988,4994,2.01,1786,0.72,2490770
"KS",1989,5141,2.04,1826,0.73,2514672
"KS",1990,5406,2.18,1964,0.79,2479255
"KS",1991,5530,2.22,2037,0.82,2496051
"KS",1992,5875,2.33,2116,0.84,2524061
"KS",1993,5991,2.37,2238,0.88,2532011
"KS",1994,6162,2.41,2332,0.91,2555019
"KS",1995,6295,2.45,2486,0.97,2566030
"KS",1996,6331,2.46,2659,1.03,2573031
"KS",1997,6544,2.52,2642,1.02,2596039
"KS",1998,6698,2.55,2759,1.05,2629938
"KS",1999,6769,2.55,2925,1.10,2654899
"KS",2000,8505,2.44,3690,1.06,3483644
"KS",2001,8442,2.57,4036,1.23,3288796
"KS",2002,7894,2.63,3801,1.27,2998062
"KS",2003,8339,2.57,3634,1.12,3248805
"KS",2004,7960,2.67,3147,1.05,2985539
"KS",2005,7943,2.68,3556,1.20,2960026
"KS",2006,8551,2.81,3758,1.23,3046447
"KS",2007,8706,2.85,3768,1.23,3057194
"KS",2008,8484,2.76,3944,1.28,3072468
"KS",2009,8232,2.64,3829,1.23,3116961
"KS",2010,8003,2.60,3852,1.25,3077427
"KS",2011,7874,2.57,3857,1.26,3069733
"KS",2012,7957,2.57,3615,1.17,3101406
"KS",2013,7979,2.55,3597,1.15,3127695
"KS",2014,8431,2.59,4098,1.26,3251120
"KS",2015,8063,2.54,4036,1.27,3171963
"KS",2016,8181,2.59,3573,1.13,3154949
"KS",2017,7078,2.29,2809,0.91,3089428
"KS",2018,6825,2.20,2584,0.83,3099580
"KS",2019,8103,2.33,3704,1.06,3481752
"KY",1960,,,,,3042326
"KY",1961,,,,,3038156
"KY",1962,,,,,3082135
"KY",1963,,,,,3094883
"KY",1964,,,,,3159131
"KY",1965,,,,,3103039
"KY",1966,,,,,3147195
"KY",1967,,,,,3189000
"KY",1968,,,,,3229000
"KY",1969,,,,,3232000
"KY",1970,,,,,3219311
"KY",1971,3050,0.93,513,0.16,3282000
"KY",1972,3970,1.20,921,0.28,3304149
"KY",1973,3561,1.06,698,0.21,3347082
"KY",1974,4194,1.25,842,0.25,3362172
"KY",1975,4277,1.26,947,0.28,3401092
"KY",1976,4288,1.25,1074,0.31,3434464
"KY",1977,4163,1.20,905,0.26,3466432
"KY",1978,4197,1.20,1044,0.30,3506432
"KY",1979,4222,1.19,1043,0.29,3537205
"KY",1980,3996,1.09,1063,0.29,3653024
"KY",1981,3961,1.08,992,0.27,3673284
"KY",1982,3993,1.09,980,0.27,3678626
"KY",1983,5052,1.36,1689,0.45,3725773
"KY",1984,5080,1.35,1697,0.45,3754759
"KY",1985,5164,1.38,1813,0.48,3740524
"KY",1986,5264,1.41,1733,0.46,3740656
"KY",1987,5294,1.41,1686,0.45,3745872
"KY",1988,5282,1.41,1687,0.45,3740136
"KY",1989,5420,1.45,1755,0.47,3746539
"KY",1990,5626,1.52,1824,0.49,3704741
"KY",1991,5730,1.54,1908,0.51,3731114
"KY",1992,6823,1.80,2067,0.55,3780907
"KY",1993,6921,1.82,2095,0.55,3796549
"KY",1994,7074,1.82,2053,0.53,3891163
"KY",1995,7220,1.87,2161,0.56,3870874
"KY",1996,7294,1.85,2387,0.61,3943091
"KY",1997,7484,1.85,2372,0.59,4039311
"KY",1998,7819,1.97,2153,0.54,3972802
"KY",1999,7933,1.98,2270,0.57,3999766
"KY",2000,8211,1.97,2459,0.59,4167708
"KY",2001,8644,1.97,2561,0.58,4387084
"KY",2002,8922,1.98,2577,0.57,4496702
"KY",2003,10633,2.23,3118,0.65,4769068
"KY",2004,9989,2.06,3178,0.65,4855220
"KY",2005,10270,2.08,2811,0.57,4933532
"KY",2006,10521,2.08,2670,0.53,5067260
"KY",2007,11367,2.12,2963,0.55,5361581
"KY",2008,12164,2.04,3386,0.57,5974560
"KY",2009,10449,2.06,2610,0.51,5082242
"KY",2010,10013,2.11,2540,0.53,4748332
"KY",2011,9301,2.10,2476,0.56,4421541
"KY",2012,9394,2.11,2501,0.56,4454279
"KY",2013,9172,2.07,2345,0.53,4432530
"KY",2014,9765,2.17,2738,0.61,4491063
"KY",2015,10607,2.35,2807,0.62,4505815
"KY",2016,9260,2.07,2528,0.56,4480598
"KY",2017,7651,1.70,2152,0.48,4494059
"KY",2018,7477,1.65,2220,0.49,4523434
"KY",2019,7352,1.63,2233,0.49,4515484
"LA",1960,,,,,3394657
"LA",1961,,,,,3394657
"LA",1962,,,,,3480589
"LA",1963,,,,,3615386
"LA",1964,,,,,3683184
"LA",1965,,,,,3792822
